0,-0.011746,0.018597,0.039162,0.072531,0.096536,0.027916,0.025377,0.023915,0.024136,0.004542,0.003261,0.009308,0.008059,-0.017598,-0.017377,-0.011092,-0.011573,-0.032797,-0.034357,-0.026436,-0.025684,0.08908,0.068098,0.04452,0.018116,7.3e-05,0.003139,-0.016119,-0.002892,0.020704,-0.002451,-0.023947,0.000982,0.015471,-0.0026,-0.020818,0.000694,0.016297,0.008298,-0.008978,0.00144,0.016181,-0.011157,-0.020038,-0.009923,0.004352,0.02533,0.004452,-0.018671,-0.02654,-0.015755,0.007553,-0.026317,-0.041668,-0.01649,-0.000853,-0.026721,-0.039535,-0.022377,-0.010399,-0.025446,-0.042952,-0.034799
0,-0.011637,0.019249,0.040306,0.073146,0.097065,0.028021,0.025746,0.024371,0.025279,0.004542,0.003711,0.009889,0.009475,-0.017287,-0.016766,-0.010209,-0.010178,-0.032618,-0.034384,-0.025846,-0.024192,0.088741,0.067464,0.044456,0.018382,0.000981,0.003179,-0.015763,-0.003125,0.020616,-0.00231,-0.024339,0.000119,0.015242,-0.002753,-0.020926,-0.000286,0.016013,0.007877,-0.009288,0.001225,0.015632,-0.011996,-0.020806,-0.010715,0.004608,0.025765,0.004499,-0.017724,-0.025649,-0.016045,0.007803,-0.025396,-0.040501,-0.016959,-0.000967,-0.025887,-0.039156,-0.023188,-0.010555,-0.025928,-0.042109,-0.034188
0,-0.011719,0.018817,0.039622,0.072862,0.096818,0.027813,0.025043,0.023691,0.024377,0.00466,0.00325,0.009605,0.007968,-0.017254,-0.017581,-0.011332,-0.011036,-0.032614,-0.034312,-0.026567,-0.025627,0.088298,0.066988,0.043876,0.017534,9.5e-05,0.003104,-0.016575,-0.004182,0.019465,-0.002445,-0.024577,-0.000248,0.014485,-0.002594,-0.02117,-0.000152,0.015364,0.008276,-0.008981,0.000653,0.015348,-0.014855,-0.022471,-0.011676,0.003798,0.025076,0.004747,-0.017673,-0.02537,-0.015995,0.007877,-0.02552,-0.041155,-0.016532,-0.000977,-0.025765,-0.039571,-0.022805,-0.010646,-0.025741,-0.043344,-0.035452
0,-0.012173,0.018639,0.039722,0.072193,0.096284,0.028046,0.025378,0.024589,0.024717,0.004665,0.003674,0.009023,0.009068,-0.017411,-0.017349,-0.011062,-0.010565,-0.033048,-0.034815,-0.026745,-0.025354,0.088681,0.068031,0.044905,0.018587,0.000996,0.003219,-0.016028,-0.003092,0.020854,-0.002354,-0.024115,0.000669,0.015939,-0.00276,-0.020775,0.000259,0.016697,0.008062,-0.009196,0.001167,0.015366,-0.00817,-0.018069,-0.008811,0.005225,0.025799,0.004101,-0.018562,-0.025993,-0.016111,0.00755,-0.026426,-0.041016,-0.016751,-0.000799,-0.026429,-0.039375,-0.022701,-0.009768,-0.024976,-0.041632,-0.033309
0,-0.011501,0.018657,0.039373,0.072615,0.096644,0.027776,0.024878,0.02353,0.024402,0.004436,0.003355,0.009606,0.008363,-0.017078,-0.017314,-0.011081,-0.011152,-0.032421,-0.034227,-0.026448,-0.025623,0.089058,0.067811,0.04448,0.017773,0.000103,0.002997,-0.016365,-0.003014,0.020525,-0.00254,-0.024005,0.000452,0.014929,-0.002656,-0.020906,0.000283,0.015272,0.008271,-0.008775,0.001429,0.015968,-0.012877,-0.02119,-0.010665,0.004663,0.026228,0.004484,-0.018855,-0.026019,-0.015771,0.007587,-0.026012,-0.041141,-0.016209,-0.001043,-0.025922,-0.039175,-0.022445,-0.010336,-0.025504,-0.042664,-0.034875
0,-0.012003,0.018626,0.039692,0.072467,0.096377,0.027913,0.025324,0.024534,0.025007,0.004766,0.003393,0.009523,0.008871,-0.017206,-0.017009,-0.010778,-0.010637,-0.032692,-0.034394,-0.026441,-0.025201,0.088964,0.068069,0.044673,0.01785,0.000641,0.003148,-0.016018,-0.003013,0.020511,-0.002459,-0.024147,0.00066,0.015208,-0.002702,-0.0208,0.000249,0.016144,0.00806,-0.009133,0.001305,0.015343,-0.011163,-0.020228,-0.010581,0.004131,0.024516,0.004308,-0.018198,-0.025441,-0.015658,0.007653,-0.025886,-0.040781,-0.016147,-0.000658,-0.026138,-0.039152,-0.02244,-0.010067,-0.025326,-0.041956,-0.033979
0,-0.011696,0.018861,0.039839,0.072531,0.096437,0.027997,0.025249,0.024504,0.024873,0.00455,0.003437,0.009273,0.008999,-0.0174,-0.017201,-0.010968,-0.010794,-0.032891,-0.034625,-0.026728,-0.025567,0.088857,0.067686,0.044504,0.018105,0.000772,0.003228,-0.016312,-0.003368,0.020092,-0.002464,-0.024074,0.000323,0.015119,-0.002761,-0.020847,-0.000272,0.015663,0.007962,-0.009158,0.001157,0.0153,-0.01087,-0.020183,-0.010189,0.004755,0.025408,0.004422,-0.018015,-0.02531,-0.015631,0.007614,-0.025694,-0.040561,-0.016313,-0.000845,-0.025822,-0.039054,-0.022424,-0.010325,-0.025497,-0.042093,-0.033579
0,-0.011626,0.018806,0.039936,0.072374,0.096364,0.028222,0.025533,0.024278,0.024443,0.004618,0.003339,0.009108,0.00865,-0.017523,-0.017426,-0.011062,-0.011098,-0.032892,-0.034858,-0.02702,-0.025695,0.089095,0.068196,0.044813,0.018518,0.000425,0.003331,-0.015885,-0.002998,0.020428,-0.002336,-0.023958,0.000594,0.015447,-0.00282,-0.021046,-8.4e-05,0.016022,0.00773,-0.009552,0.000859,0.015265,-0.010027,-0.019296,-0.009545,0.004818,0.02596,0.004158,-0.018294,-0.025338,-0.015689,0.007434,-0.025933,-0.040663,-0.016583,-0.000781,-0.026111,-0.039382,-0.022708,-0.010098,-0.025511,-0.041766,-0.033711
0,-0.011888,0.018614,0.039787,0.072047,0.096051,0.028118,0.025146,0.024287,0.024241,0.004755,0.003318,0.009333,0.008746,-0.017395,-0.017233,-0.011186,-0.010809,-0.032995,-0.034599,-0.026825,-0.025558,0.08916,0.068089,0.044971,0.018468,0.000568,0.003444,-0.015657,-0.003002,0.021254,-0.002407,-0.023627,0.001033,0.015505,-0.002864,-0.020807,0.00037,0.016558,0.007893,-0.009188,0.001271,0.015668,-0.009056,-0.018612,-0.009073,0.00468,0.025342,0.00426,-0.018456,-0.025703,-0.015514,0.007506,-0.026163,-0.041038,-0.016229,-0.00063,-0.026479,-0.039203,-0.022682,-0.010061,-0.025673,-0.04235,-0.033857
0,-0.011536,0.018773,0.040001,0.071956,0.095969,0.027784,0.025332,0.024345,0.024091,0.004736,0.003257,0.009557,0.008365,-0.017715,-0.017281,-0.010681,-0.010772,-0.032895,-0.034638,-0.026617,-0.025094,0.089079,0.068176,0.044874,0.018434,0.00086,0.00336,-0.015854,-0.002774,0.020913,-0.002549,-0.023781,0.001243,0.01586,-0.002956,-0.021019,0.000816,0.016727,0.007984,-0.009144,0.001535,0.015808,-0.009105,-0.018654,-0.009428,0.004382,0.025447,0.004204,-0.018629,-0.02597,-0.015956,0.00757,-0.026668,-0.04102,-0.016681,-0.000839,-0.026445,-0.039079,-0.022504,-0.009983,-0.025673,-0.042342,-0.034038
